ID,Name,Age,Region,Games,Medals
10779,Ren Berra,29.0,瑞士,1972冬奥会,{'NAN'}
10780,Reto Berra,27.0,瑞士,2014冬奥会,{'NAN'}
10800,Franz Berry,17.0,瑞士,1956冬奥会,{'NAN'}
10800,Franz Berry,25.0,瑞士,1964冬奥会,{'NAN'}
10803,"Kenneth Edward ""Ken"" Berry",19.0,加拿大,1980冬奥会,{'NAN'}
10803,"Kenneth Edward ""Ken"" Berry",27.0,加拿大,1988冬奥会,{'NAN'}
10806,William Scott Berry,23.0,美国,1972冬奥会,{'NAN'}
10814,Sandro Bertaggia,27.0,瑞士,1992冬奥会,{'NAN'}
10815,Silvia Bertagna,27.0,意大利,2014冬奥会,{'NAN'}
10819,Simone Bertazzo,23.0,意大利,2006冬奥会,{'NAN'}
10819,Simone Bertazzo,27.0,意大利,2010冬奥会,{'NAN'}
10819,Simone Bertazzo,31.0,意大利,2014冬奥会,{'NAN'}
10822,Stefania Bertel,18.0,意大利,1976冬奥会,{'NAN'}
10823,"Ronald ""Ron"" Berteling",22.0,荷兰,1980冬奥会,{'NAN'}
10841,Georges Camille Berthet,20.0,法国,1924冬奥会,{'铜牌'}
10846,Raymond Arsne Berthet,NAN,法国,1932冬奥会,{'NAN'}
10849,Marc Berthod,22.0,瑞士,2006冬奥会,{'NAN'}
10849,Marc Berthod,26.0,瑞士,2010冬奥会,{'NAN'}
10850,Ren Berthod,27.0,瑞士,1976冬奥会,{'NAN'}
10851,Sylviane Berthod,24.0,瑞士,2002冬奥会,{'NAN'}
10851,Sylviane Berthod,28.0,瑞士,2006冬奥会,{'NAN'}
10853,ric Berthon,30.0,法国,1992冬奥会,{'NAN'}
10865,Willy Bertin,27.0,意大利,1972冬奥会,{'NAN'}
10865,Willy Bertin,31.0,意大利,1976冬奥会,{'NAN'}
10898,Stefania Berton,23.0,意大利,2014冬奥会,{'NAN'}
10899,Joe Bertoncelj,25.0,塞尔维亚,1948冬奥会,{'NAN'}
10904,Xavier Bertoni,25.0,法国,2014冬奥会,{'NAN'}
10910,Frances Louise Bertram (-Hulbig),27.0,加拿大,1936冬奥会,{'NAN'}
10914,Andr Bertrand,20.0,加拿大,1952冬奥会,{'NAN'}
10914,Andr Bertrand,24.0,加拿大,1956冬奥会,{'NAN'}
10919,Frdric Bertrand,20.0,法国,1992冬奥会,{'NAN'}
10924,Marion Bertrand,29.0,法国,2014冬奥会,{'NAN'}
10926,Olivia Bertrand,21.0,法国,2010冬奥会,{'NAN'}
10928,Yannick Bertrand,25.0,法国,2006冬奥会,{'NAN'}
10930,Christina Bertrup,25.0,瑞典,2002冬奥会,{'NAN'}
10930,Christina Bertrup,37.0,瑞典,2014冬奥会,{'银牌'}
10932,Herberts Brtulsons,32.0,拉脱维亚,1936冬奥会,{'NAN'}
10933,Todd Bertuzzi,31.0,加拿大,2006冬奥会,{'NAN'}
10934,Detlef Bertz,21.0,德国,1984冬奥会,{'NAN'}
10936,Philippe Berub,22.0,加拿大,2006冬奥会,{'NAN'}
10938,Stane Bervar,22.0,塞尔维亚,1928冬奥会,{'NAN'}
10940,Monika Berwein (-Schmid),18.0,德国,1976冬奥会,{'NAN'}
10941,Sergey Yevgenyevich Beryozin,22.0,俄罗斯,1994冬奥会,{'NAN'}
10945,Alfons Brzi,19.0,拉脱维亚,1936冬奥会,{'NAN'}
10946,Armands Brzi,22.0,拉脱维亚,2006冬奥会,{'NAN'}
10946,Armands Brzi,26.0,拉脱维亚,2010冬奥会,{'NAN'}
10946,Armands Brzi,30.0,拉脱维亚,2014冬奥会,{'NAN'}
10947,Jnis Brzi,22.0,拉脱维亚,2006冬奥会,{'NAN'}
10949,Sandris Berzin,21.0,拉脱维亚,1998冬奥会,{'NAN'}
10949,Sandris Berzin,25.0,拉脱维亚,2002冬奥会,{'NAN'}
10954,Ivars Brzups,21.0,俄罗斯,1984冬奥会,{'NAN'}
10954,Ivars Brzups,25.0,俄罗斯,1988冬奥会,{'NAN'}
10954,Ivars Brzups,29.0,拉脱维亚,1992冬奥会,{'NAN'}
10962,Anas Bescond,26.0,法国,2014冬奥会,{'NAN'}
10970,Mustafa Bei,22.0,塞尔维亚,1984冬奥会,{'NAN'}
10982,Guillaume Besse,26.0,法国,2002冬奥会,{'NAN'}
10983,William Besse,23.0,瑞士,1992冬奥会,{'NAN'}
10983,William Besse,25.0,瑞士,1994冬奥会,{'NAN'}
10991,Gilbert Bessi,29.0,摩纳哥,1988冬奥会,{'NAN'}
10991,Gilbert Bessi,33.0,摩纳哥,1992冬奥会,{'NAN'}
10991,Gilbert Bessi,35.0,摩纳哥,1994冬奥会,{'NAN'}
10991,Gilbert Bessi,39.0,摩纳哥,1998冬奥会,{'NAN'}
10994,Aleksandr Andreyevich Bessmertnykh,27.0,俄罗斯,2014冬奥会,"{'银牌', 'NAN'}"
10998,Giuliano Besson,22.0,意大利,1972冬奥会,{'NAN'}
11008,Luigi Bestagini,28.0,意大利,1948冬奥会,{'NAN'}
11010,Jozef Bestndig,23.0,斯洛伐克,2002冬奥会,{'NAN'}
11011,Oljga Bestndigov,22.0,斯洛伐克,2002冬奥会,{'NAN'}
11014,"David Robert ""Dave"" Besteman",29.0,美国,1992冬奥会,{'NAN'}
11014,"David Robert ""Dave"" Besteman",31.0,美国,1994冬奥会,{'NAN'}
11015,Nataliya Filimonovna Bestemyanova (-Bobrina),20.0,俄罗斯,1980冬奥会,{'NAN'}
11015,Nataliya Filimonovna Bestemyanova (-Bobrina),24.0,俄罗斯,1984冬奥会,{'银牌'}
11015,Nataliya Filimonovna Bestemyanova (-Bobrina),28.0,俄罗斯,1988冬奥会,{'金牌'}
11020,Jnos Beszteri (Balogh),25.0,匈牙利,1964冬奥会,{'NAN'}
11022,Imre Betk,25.0,匈牙利,1948冬奥会,{'NAN'}
11038,Raimund Bethge,34.0,德国,1976冬奥会,{'NAN'}
11047,"Janice ""Jan"" Betker",37.0,加拿大,1998冬奥会,{'金牌'}
11056,Valentina Bettarini,15.0,意大利,2006冬奥会,{'NAN'}
11058,Laura Bettega,24.0,意大利,1992冬奥会,{'NAN'}
11080,Franz Betz,20.0,德国,1972冬奥会,{'NAN'}
11080,Franz Betz,24.0,德国,1976冬奥会,{'NAN'}
11083,Michael Betz,21.0,德国,1984冬奥会,{'NAN'}
11089,Hansruedi Beugger,33.0,瑞士,1964冬奥会,{'NAN'}
11100,Andreas Beutler,29.0,瑞士,1992冬奥会,{'NAN'}
11103,Herlinde Beutlhauser (-Luschan),23.0,奥地利,1960冬奥会,{'NAN'}
11117,Uwe Bewersdorf,21.0,德国,1980冬奥会,{'铜牌'}
11127,Otto Beyeler,25.0,瑞士,1952冬奥会,{'NAN'}
11152,Sami Beyroun,NAN,黎巴嫩,1964冬奥会,{'NAN'}
11163,Sandra Marie Bezic,15.0,加拿大,1972冬奥会,{'NAN'}
11164,Val Nicholas Bezic,19.0,加拿大,1972冬奥会,{'NAN'}
11165,Goran Bezina,25.0,瑞士,2006冬奥会,{'NAN'}
11171,Vasily Viktorovich Bezsmelnitsyn,19.0,俄罗斯,1994冬奥会,{'NAN'}
11171,Vasily Viktorovich Bezsmelnitsyn,23.0,俄罗斯,1998冬奥会,{'NAN'}
11177,Vyacheslav Yuryevich Bezukladnikov,25.0,俄罗斯,1994冬奥会,{'NAN'}
11209,Eveline Bhend,32.0,瑞士,2014冬奥会,{'NAN'}
11229,Chad Michael Biafore,29.0,意大利,1998冬奥会,{'NAN'}
11234,Ivan Ivanovych Biakov,27.0,俄罗斯,1972冬奥会,"{'金牌', 'NAN'}"
11234,Ivan Ivanovych Biakov,31.0,俄罗斯,1976冬奥会,{'金牌'}
11235,Valentine Bialas,21.0,美国,1924冬奥会,{'NAN'}
11235,Valentine Bialas,25.0,美国,1928冬奥会,{'NAN'}
11235,Valentine Bialas,29.0,美国,1932冬奥会,{'NAN'}
11257,Martn Bianchi,25.0,阿根廷,2006冬奥会,{'NAN'}
11258,Patrice Bianchi,22.0,法国,1992冬奥会,{'NAN'}
11276,Franca Ana Bianconi (-Manni),17.0,意大利,1980冬奥会,{'NAN'}
11284,Elisabetta Biavaschi,24.0,意大利,1998冬奥会,{'NAN'}
11292,Nino Bibbia,25.0,意大利,1948冬奥会,"{'金牌', 'NAN'}"
11302,Albino Bich,NAN,意大利,1924冬奥会,{'NAN'}
11313,"James John ""Jim"" Bickford, Jr.",23.0,美国,1936冬奥会,{'NAN'}
11313,"James John ""Jim"" Bickford, Jr.",35.0,美国,1948冬奥会,{'铜牌'}
11313,"James John ""Jim"" Bickford, Jr.",39.0,美国,1952冬奥会,{'NAN'}
11313,"James John ""Jim"" Bickford, Jr.",43.0,美国,1956冬奥会,{'NAN'}
11325,Laurence Bidaud (-Gradwohl),33.0,瑞士,2002冬奥会,{'银牌'}
11338,Jane Bidstrup,42.0,丹麦,1998冬奥会,{'银牌'}
11339,Lene Bidstrup (-Nyboe),35.0,丹麦,2002冬奥会,{'NAN'}
11341,Matthias Bieber,27.0,瑞士,2014冬奥会,{'NAN'}
11343,"Heidi Biebl (-Schmid, -Prelevi)",19.0,德国,1960冬奥会,"{'金牌', 'NAN'}"
11343,"Heidi Biebl (-Schmid, -Prelevi)",22.0,德国,1964冬奥会,{'NAN'}
11344,"Josef ""Sepp"" Biebl",23.0,德国,1960冬奥会,{'NAN'}
11346,Wilhelm Biechl,19.0,奥地利,1968冬奥会,{'NAN'}
11354,Maciej Krzysztof Biega,21.0,波兰,2010冬奥会,{'NAN'}
11357,Stefania Biegun,24.0,波兰,1960冬奥会,{'NAN'}
11357,Stefania Biegun,28.0,波兰,1964冬奥会,{'NAN'}
11357,Stefania Biegun,32.0,波兰,1968冬奥会,{'NAN'}
11361,Kayrat Biekenov,21.0,哈萨克斯坦,1994冬奥会,{'NAN'}
11362,Ernst Biel,21.0,奥地利,1956冬奥会,{'NAN'}
11375,Christoph Bieler,20.0,奥地利,1998冬奥会,{'NAN'}
11375,Christoph Bieler,24.0,奥地利,2002冬奥会,"{'NAN', '铜牌'}"
11375,Christoph Bieler,28.0,奥地利,2006冬奥会,"{'金牌', 'NAN'}"
11375,Christoph Bieler,32.0,奥地利,2010冬奥会,{'NAN'}
11375,Christoph Bieler,36.0,奥地利,2014冬奥会,"{'NAN', '铜牌'}"
11376,Franco Bieler,25.0,意大利,1976冬奥会,{'NAN'}
11377,"Alfred ""Fredy"" Bieler",24.0,瑞士,1948冬奥会,{'铜牌'}
11379,Wanda Bieler,16.0,意大利,1976冬奥会,{'NAN'}
11379,Wanda Bieler,20.0,意大利,1980冬奥会,{'NAN'}
11385,Denise Biellmann,17.0,瑞士,1980冬奥会,{'NAN'}
11406,"Heinrich ""Heini"" Bierling",21.0,德国,1952冬奥会,{'NAN'}
11407,Kirsti Biermann,17.0,挪威,1968冬奥会,{'NAN'}
11407,Kirsti Biermann,21.0,挪威,1972冬奥会,{'NAN'}
11408,"Anton ""Toni"" Biersack",28.0,德国,1956冬奥会,{'NAN'}
11409,Karl Bierschel,19.0,德国,1952冬奥会,{'NAN'}
11409,Karl Bierschel,23.0,德国,1956冬奥会,{'NAN'}
11418,"Patrick Walter ""Piet"" Biesiadecki",35.0,美国,1956冬奥会,{'NAN'}
11421,Wilhelm Bietak,16.0,奥地利,1964冬奥会,{'NAN'}
11421,Wilhelm Bietak,20.0,奥地利,1968冬奥会,{'NAN'}
11423,Walter Isaac Bietila,19.0,美国,1936冬奥会,{'NAN'}
11423,Walter Isaac Bietila,31.0,美国,1948冬奥会,{'NAN'}
11430,Richard Biggins,20.0,澳大利亚,1988冬奥会,{'NAN'}
11431,Patrick Biggs,23.0,加拿大,2006冬奥会,{'NAN'}
11431,Patrick Biggs,27.0,加拿大,2010冬奥会,{'NAN'}
11434,Milo Bigler,33.0,瑞士,1948冬奥会,{'NAN'}
11459,Pter Bikr,18.0,匈牙利,1964冬奥会,{'NAN'}
11460,Radik Bikchentayev,21.0,哈萨克斯坦,1994冬奥会,{'NAN'}
11460,Radik Bikchentayev,25.0,哈萨克斯坦,1998冬奥会,{'NAN'}
11460,Radik Bikchentayev,29.0,哈萨克斯坦,2002冬奥会,{'NAN'}
11482,Oleksandr Viktorovych Bilanenko,24.0,乌克兰,2002冬奥会,{'NAN'}
11482,Oleksandr Viktorovych Bilanenko,28.0,乌克兰,2006冬奥会,{'NAN'}
11482,Oleksandr Viktorovych Bilanenko,32.0,乌克兰,2010冬奥会,{'NAN'}
11501,Sonja Bilgeri,23.0,德国,1988冬奥会,{'NAN'}
11502,Veronika Bilgeri,22.0,德国,1988冬奥会,{'NAN'}
11509,Dimitrios Biliouris,20.0,希腊,1984冬奥会,{'NAN'}
11525,"Norton R. ""Nort"" Billings",27.0,美国,1932冬奥会,{'NAN'}
11529,Arne Kristian Billkvam,27.0,挪威,1988冬奥会,{'NAN'}
11529,Arne Kristian Billkvam,31.0,挪威,1992冬奥会,{'NAN'}
11529,Arne Kristian Billkvam,33.0,挪威,1994冬奥会,{'NAN'}
11531,Nadiya Oleksandriwna Billova,32.0,乌克兰,1994冬奥会,{'NAN'}
11537,"Alexandre ""Alex"" Bilodeau",18.0,加拿大,2006冬奥会,{'NAN'}
11537,"Alexandre ""Alex"" Bilodeau",22.0,加拿大,2010冬奥会,{'金牌'}
11537,"Alexandre ""Alex"" Bilodeau",26.0,加拿大,2014冬奥会,{'金牌'}
11539,Yves Bilodeau,26.0,加拿大,1988冬奥会,{'NAN'}
11539,Yves Bilodeau,30.0,加拿大,1992冬奥会,{'NAN'}
11539,Yves Bilodeau,36.0,加拿大,1998冬奥会,{'NAN'}
11542,Yuliya Bilohlazova,18.0,乌克兰,2006冬奥会,{'NAN'}
11544,Ivan Petrovych Bilosiuk,22.0,乌克兰,2006冬奥会,{'NAN'}
11548,Lesia Bilozub,26.0,乌克兰,1998冬奥会,{'NAN'}
11553,Zinetula Khaidarovich Bilyaletdinov,24.0,俄罗斯,1980冬奥会,{'银牌'}
11553,Zinetula Khaidarovich Bilyaletdinov,28.0,俄罗斯,1984冬奥会,{'金牌'}
11555,Josef Bm,23.0,捷克共和国,1924冬奥会,{'NAN'}
11555,Josef Bm,27.0,捷克共和国,1928冬奥会,{'NAN'}
11584,Charles Binaux,27.0,法国,1956冬奥会,{'NAN'}
11598,Edson Luques Bindilatti,22.0,巴西,2002冬奥会,{'NAN'}
11598,Edson Luques Bindilatti,26.0,巴西,2006冬奥会,{'NAN'}
11598,Edson Luques Bindilatti,34.0,巴西,2014冬奥会,{'NAN'}
11605,Jrg Biner,27.0,瑞士,1992冬奥会,{'NAN'}
11605,Jrg Biner,29.0,瑞士,1994冬奥会,{'NAN'}
11610,Thomas Bing,23.0,德国,2014冬奥会,{'NAN'}
11630,Darin Perry Binning,21.0,美国,1988冬奥会,{'NAN'}
11638,Michael Binzer,23.0,丹麦,1992冬奥会,{'NAN'}
11638,Michael Binzer,25.0,丹麦,1994冬奥会,{'NAN'}
11638,Michael Binzer,29.0,丹麦,1998冬奥会,{'NAN'}
11640,Ismar Biogradli,17.0,塞尔维亚,1992冬奥会,{'NAN'}
11640,Ismar Biogradli,23.0,波斯尼亚和黑塞哥维那,1998冬奥会,{'NAN'}
11643,Tonio Biondini,27.0,意大利,1972冬奥会,{'NAN'}
11643,Tonio Biondini,31.0,意大利,1976冬奥会,{'NAN'}
11644,Ron Biondo,20.0,美国,2002冬奥会,{'NAN'}
11649,"M. Mihai Br, Jr.",22.0,罗马尼亚,1984冬奥会,{'NAN'}
11650,"Mihai Br, Sr.",18.0,罗马尼亚,1948冬奥会,{'NAN'}
11650,"Mihai Br, Sr.",22.0,罗马尼亚,1952冬奥会,{'NAN'}
11662,Walter Birch,NAN,英国,1928冬奥会,{'NAN'}
11669,Mary Elizabeth Bird (-Young),25.0,美国,1936冬奥会,{'NAN'}
11674,Adrin Bre,18.0,捷克共和国,1988冬奥会,{'NAN'}
11675,Marin Bre,27.0,捷克共和国,1992冬奥会,{'NAN'}
11677,Svar Birgisson,25.0,冰岛,2014冬奥会,{'NAN'}
11681,Yakup Kadri Birinci,16.0,土耳其,1984冬奥会,{'NAN'}
11681,Yakup Kadri Birinci,20.0,土耳其,1988冬奥会,{'NAN'}
11681,Yakup Kadri Birinci,24.0,土耳其,1992冬奥会,{'NAN'}
11693,Stefanie Birkelbach (-Barth),20.0,德国,1988冬奥会,{'NAN'}
11700,Marie Henriette Birkl (Boethius-),27.0,瑞典,1998冬奥会,{'NAN'}
11702,Carolina Anglica Birkner Cogan (-Rivas Birkner),16.0,阿根廷,1988冬奥会,{'NAN'}
11703,Ignacio Felipe Birkner Cogan,16.0,阿根廷,1988冬奥会,{'NAN'}
11704,Jorge Ral Birkner Cogan,19.0,阿根廷,1984冬奥会,{'NAN'}
11704,Jorge Ral Birkner Cogan,23.0,阿根廷,1988冬奥会,{'NAN'}
11705,Jorge Francisco Birkner Ketelhohn,23.0,阿根廷,2014冬奥会,{'NAN'}
11706,Mara Magdalena Birkner Cogan (-Saubidet Birkner),18.0,阿根廷,1984冬奥会,{'NAN'}
11706,Mara Magdalena Birkner Cogan (-Saubidet Birkner),22.0,阿根廷,1988冬奥会,{'NAN'}
11708,Nada Birko Kustec,21.0,塞尔维亚,1952冬奥会,{'NAN'}
11708,Nada Birko Kustec,25.0,塞尔维亚,1956冬奥会,{'NAN'}
11715,"Andreas ""Andi"" Birnbacher",28.0,德国,2010冬奥会,{'NAN'}
11715,"Andreas ""Andi"" Birnbacher",32.0,德国,2014冬奥会,{'NAN'}
11720,Anton Biro,24.0,罗马尼亚,1964冬奥会,{'NAN'}
11736,Krzysztof Birula-Biaynicki,27.0,波兰,1972冬奥会,{'NAN'}
11758,Annemarie Bischofberger,20.0,瑞士,1980冬奥会,{'NAN'}
11801,Tahir Bisi,20.0,波斯尼亚和黑塞哥维那,2002冬奥会,{'NAN'}
11807,Celeste Bissardella,17.0,意大利,2006冬奥会,{'NAN'}
11815,David Bissett,26.0,加拿大,2006冬奥会,{'NAN'}
11815,David Bissett,30.0,加拿大,2010冬奥会,"{'NAN', '铜牌'}"
11815,David Bissett,34.0,加拿大,2014冬奥会,{'NAN'}
11852,Armin Bittner,23.0,德国,1988冬奥会,{'NAN'}
11852,Armin Bittner,27.0,德国,1992冬奥会,{'NAN'}
11852,Armin Bittner,29.0,德国,1994冬奥会,{'NAN'}
11853,Bodo Bittner,35.0,德国,1976冬奥会,{'铜牌'}
11855,Monika Bittner,26.0,德国,2014冬奥会,{'NAN'}
11857,Vanessa Bittner (-Herzog),18.0,奥地利,2014冬奥会,{'NAN'}
11861,Daniel Biveson,25.0,瑞典,2002冬奥会,{'NAN'}
11861,Daniel Biveson,29.0,瑞典,2006冬奥会,{'NAN'}
11861,Daniel Biveson,33.0,瑞典,2010冬奥会,{'NAN'}
11877,Bizyaagiin Dashgai,29.0,蒙古,1964冬奥会,{'NAN'}
11877,Bizyaagiin Dashgai,33.0,蒙古,1968冬奥会,{'NAN'}
11879,Ivar Tagesson Bjare,24.0,瑞典,1968冬奥会,{'NAN'}
11889,Annette Bjelkevik,27.0,挪威,2006冬奥会,{'NAN'}
11890,Hedvig Bjelkevik,24.0,挪威,2006冬奥会,{'NAN'}
11895,Desire Bjerke Andersen,34.0,挪威,2006冬奥会,{'NAN'}
11895,Desire Bjerke Andersen,38.0,挪威,2010冬奥会,{'NAN'}
11898,Hvard Bjerkeli,24.0,挪威,2002冬奥会,{'NAN'}
11899,Egil Henrik Bjerklund,18.0,挪威,1952冬奥会,{'NAN'}
11899,Egil Henrik Bjerklund,30.0,挪威,1964冬奥会,{'NAN'}
11904,Bjrgvin Bjrgvinsson,22.0,冰岛,2002冬奥会,{'NAN'}
11904,Bjrgvin Bjrgvinsson,26.0,冰岛,2006冬奥会,{'NAN'}
11904,Bjrgvin Bjrgvinsson,30.0,冰岛,2010冬奥会,{'NAN'}
11906,Britt Inger Bjrkbom,30.0,瑞典,1992冬奥会,{'NAN'}
11917,"Reuben Eugene ""Rube"" Bjorkman",22.0,美国,1952冬奥会,{'银牌'}
11924,Lars Gunnar Raldo Bjrn,20.0,瑞典,1952冬奥会,{'铜牌'}
11924,Lars Gunnar Raldo Bjrn,24.0,瑞典,1956冬奥会,{'NAN'}
11924,Lars Gunnar Raldo Bjrn,28.0,瑞典,1960冬奥会,{'NAN'}
11928,Bo Jesper Bjrnlund,20.0,瑞典,2006冬奥会,{'NAN'}
11928,Bo Jesper Bjrnlund,24.0,瑞典,2010冬奥会,{'NAN'}
11929,Erik Bjornsen,22.0,美国,2014冬奥会,{'NAN'}
11930,Sadie Bjornsen,24.0,美国,2014冬奥会,{'NAN'}
11931,Kristinn Bjrnsson,19.0,冰岛,1992冬奥会,{'NAN'}
11931,Kristinn Bjrnsson,21.0,冰岛,1994冬奥会,{'NAN'}
11931,Kristinn Bjrnsson,25.0,冰岛,1998冬奥会,{'NAN'}
11931,Kristinn Bjrnsson,29.0,冰岛,2002冬奥会,{'NAN'}
11934,Barry Scott Bjugstad,22.0,美国,1984冬奥会,{'NAN'}
11938,Steinar Brre Bjlbakk,21.0,挪威,1968冬奥会,{'NAN'}
11938,Steinar Brre Bjlbakk,25.0,挪威,1972冬奥会,{'NAN'}
11941,Per Andris Bjrang,24.0,挪威,1972冬奥会,{'NAN'}
11942,Stian Bjrge,25.0,挪威,2002冬奥会,{'NAN'}
11943,Marit Bjrgen,21.0,挪威,2002冬奥会,"{'银牌', 'NAN'}"
11943,Marit Bjrgen,25.0,挪威,2006冬奥会,"{'银牌', 'NAN'}"
11943,Marit Bjrgen,29.0,挪威,2010冬奥会,"{'金牌', '银牌', '铜牌'}"
11943,Marit Bjrgen,33.0,挪威,2014冬奥会,"{'金牌', 'NAN'}"
11947,Kristian Bjrn,28.0,挪威,1948冬奥会,{'NAN'}
11948,Torgeir Bjrn,23.0,挪威,1988冬奥会,{'NAN'}
11949,Inger Bjrnbakken (-Weimer),22.0,挪威,1956冬奥会,{'NAN'}
11949,Inger Bjrnbakken (-Weimer),26.0,挪威,1960冬奥会,{'NAN'}
11950,Dag Bjrndalen,27.0,挪威,1998冬奥会,"{'银牌', 'NAN'}"
11951,Ole Einar Bjrndalen,20.0,挪威,1994冬奥会,{'NAN'}
11951,Ole Einar Bjrndalen,24.0,挪威,1998冬奥会,"{'金牌', '银牌', 'NAN'}"
11951,Ole Einar Bjrndalen,28.0,挪威,2002冬奥会,"{'金牌', 'NAN'}"
11951,Ole Einar Bjrndalen,32.0,挪威,2006冬奥会,"{'银牌', 'NAN', '铜牌'}"
11951,Ole Einar Bjrndalen,36.0,挪威,2010冬奥会,"{'金牌', '银牌', 'NAN'}"
11951,Ole Einar Bjrndalen,40.0,挪威,2014冬奥会,"{'金牌', 'NAN'}"
11952,Jo Inge Bjrnebye,21.0,挪威,1968冬奥会,{'NAN'}
11952,Jo Inge Bjrnebye,25.0,挪威,1972冬奥会,{'NAN'}
11961,Svenn Erik Bjrnstad,23.0,挪威,1994冬奥会,{'NAN'}
12001,Frdric Blackburn,19.0,加拿大,1992冬奥会,{'银牌'}
12001,Frdric Blackburn,21.0,加拿大,1994冬奥会,{'NAN'}
12002,Mackenzie Blackburn,21.0,台湾,2014冬奥会,{'NAN'}
12022,Carol Blackwood,18.0,英国,1972冬奥会,{'NAN'}
12030,Roland Blaesi,23.0,瑞士,1956冬奥会,{'NAN'}
12031,Christopher John Blagden,20.0,英国,1992冬奥会,{'NAN'}
12032,Mrgrit Blgescu,30.0,罗马尼亚,1956冬奥会,{'NAN'}
12038,Silvana Blagoeva,19.0,保加利亚,1992冬奥会,{'NAN'}
12043,Vasily Vyacheslavovich Blagov,17.0,俄罗斯,1972冬奥会,{'NAN'}
12048,Alana Olga Blahoski,23.0,美国,1998冬奥会,{'金牌'}
12054,Bonnie Kathleen Blair (-Cruikshank),19.0,美国,1984冬奥会,{'NAN'}
12054,Bonnie Kathleen Blair (-Cruikshank),23.0,美国,1988冬奥会,"{'金牌', 'NAN', '铜牌'}"
12054,Bonnie Kathleen Blair (-Cruikshank),27.0,美国,1992冬奥会,"{'金牌', 'NAN'}"
12054,Bonnie Kathleen Blair (-Cruikshank),29.0,美国,1994冬奥会,"{'金牌', 'NAN'}"
12063,"Berndt Stephan ""Ben"" Blaisse",24.0,荷兰,1936冬奥会,{'NAN'}
12066,Ioan Marian Blaj,23.0,罗马尼亚,2002冬奥会,{'NAN'}
12066,Ioan Marian Blaj,27.0,罗马尼亚,2006冬奥会,{'NAN'}
12079,Jason Wayne Blake,32.0,美国,2006冬奥会,{'NAN'}
12083,"Robert Bowlby ""Rob"" Blake",28.0,加拿大,1998冬奥会,{'NAN'}
12083,"Robert Bowlby ""Rob"" Blake",32.0,加拿大,2002冬奥会,{'金牌'}
12083,"Robert Bowlby ""Rob"" Blake",36.0,加拿大,2006冬奥会,{'NAN'}
12088,Peter Blakeley,25.0,加拿大,1972冬奥会,{'NAN'}
12089,"Margot Victoria Blakely (-Bursill, -Hawley)",17.0,新西兰,1968冬奥会,{'NAN'}
12090,Stuart S. Blakely,19.0,新西兰,1976冬奥会,{'NAN'}
12090,Stuart S. Blakely,23.0,新西兰,1980冬奥会,{'NAN'}
12096,Alexis Blanc,23.0,法国,1994冬奥会,{'NAN'}
12097,Doris Blanc,21.0,瑞士,1948冬奥会,{'NAN'}
12098,Elviro Blanc,23.0,意大利,1968冬奥会,{'NAN'}
12098,Elviro Blanc,27.0,意大利,1972冬奥会,{'NAN'}
12100,Isabelle Blanc,22.0,法国,1998冬奥会,{'NAN'}
12100,Isabelle Blanc,26.0,法国,2002冬奥会,{'金牌'}
12100,Isabelle Blanc,30.0,法国,2006冬奥会,{'NAN'}
12102,Robert Blanchaer,19.0,比利时,1972冬奥会,{'NAN'}
12102,Robert Blanchaer,23.0,比利时,1976冬奥会,{'NAN'}
12104,Chris Blanchard,26.0,加拿大,1998冬奥会,{'NAN'}
12105,Claude Blanchard,22.0,法国,1968冬奥会,{'NAN'}
12110,Ren Blanchard,20.0,法国,1968冬奥会,{'NAN'}
12112,Geert Blanchart,25.0,比利时,1992冬奥会,{'NAN'}
12112,Geert Blanchart,27.0,比利时,1994冬奥会,{'NAN'}
12138,Ramn Blanco Aladro,21.0,西班牙,1948冬奥会,{'NAN'}
12150,Helen Mary Blane (-Tomkinson),22.0,英国,1936冬奥会,{'NAN'}
12155,Franois Blank,21.0,瑞士,1952冬奥会,{'NAN'}
12162,Rita Blankenburg (-Schmidt),21.0,德国,1964冬奥会,{'NAN'}
12171,Massimiliano Blardone,22.0,意大利,2002冬奥会,{'NAN'}
12171,Massimiliano Blardone,26.0,意大利,2006冬奥会,{'NAN'}
12171,Massimiliano Blardone,30.0,意大利,2010冬奥会,{'NAN'}
12191,Jenna Blasman,20.0,加拿大,2014冬奥会,{'NAN'}
12195,Miroslav Blat'k,27.0,捷克共和国,2010冬奥会,{'NAN'}
12197,"Nathaniel Hopkins ""Neil"" Blatchford, IV",22.0,美国,1968冬奥会,{'NAN'}
12197,"Nathaniel Hopkins ""Neil"" Blatchford, IV",26.0,美国,1972冬奥会,{'NAN'}
12204,"Robert ""Bob"" Blatt, Jr.",26.0,美国,1948冬奥会,{'NAN'}
12205,Andr Blatter,22.0,奥地利,1988冬奥会,{'NAN'}
12220,Miloslav Blaek,29.0,捷克共和国,1952冬奥会,{'NAN'}
12240,Wilhelm Blechschmidt,NAN,捷克共和国,1936冬奥会,{'NAN'}
12250,Gretchen Bleiler,24.0,美国,2006冬奥会,{'银牌'}
12250,Gretchen Bleiler,28.0,美国,2010冬奥会,{'NAN'}
12251,Werner Bleiner,21.0,奥地利,1968冬奥会,{'NAN'}
12251,Werner Bleiner,25.0,奥地利,1972冬奥会,{'NAN'}
