ID,Name,Age,Region,Event,Year
33027,Kalev Ermits,21.0,爱沙尼亚,冬季两项男子20公里,2014
33027,Kalev Ermits,21.0,爱沙尼亚,冬季两项男子4×7.5公里接力赛,2014
33034,Gianina Ernst,15.0,德国,跳台滑雪女子个人标准台,2014
33035,Paul Ernst,28.0,奥地利,冬季两项男子20公里,1964
33035,Paul Ernst,32.0,奥地利,冬季两项男子20公里,1968
33035,Paul Ernst,32.0,奥地利,冬季两项男子4×7.5公里接力赛,1968
33036,Priscilla Ernst,20.0,荷兰,短道速滑女子3000米接力,1992
33036,Priscilla Ernst,22.0,荷兰,短道速滑女子3000米接力,1994
33044,Mahmut Erolu,25.0,土耳其,高山滑雪男子大回转,1956
33044,Mahmut Erolu,25.0,土耳其,高山滑雪男子回转,1956
33053,"Christine Errath (-Trettin, -Stber)",15.0,德国,花样滑冰女子个人,1972
33053,"Christine Errath (-Trettin, -Stber)",19.0,德国,花样滑冰女子个人,1976
33054,Jaime Errzuriz Zaartu,24.0,智利,高山滑雪男子滑降,1948
33054,Jaime Errzuriz Zaartu,24.0,智利,高山滑雪男子回转,1948
33054,Jaime Errzuriz Zaartu,24.0,智利,高山滑雪男子全能,1948
33054,Jaime Errzuriz Zaartu,28.0,智利,高山滑雪男子滑降,1952
33054,Jaime Errzuriz Zaartu,28.0,智利,高山滑雪男子大回转,1952
33054,Jaime Errzuriz Zaartu,28.0,智利,高山滑雪男子回转,1952
33067,Donat Ertel,23.0,德国,雪车男子四人座,1972
33069,Barbara Ertl,24.0,意大利,冬季两项女子15公里,2006
33069,Barbara Ertl,24.0,意大利,冬季两项女子4×6公里接力,2006
33070,"Johann ""Hans"" Ertl",19.0,奥地利,冰球男子冰球,1928
33072,Martina Maria Ertl-Renz,18.0,德国,高山滑雪女子回转,1992
33072,Martina Maria Ertl-Renz,20.0,德国,高山滑雪女子降滑,1994
33072,Martina Maria Ertl-Renz,20.0,德国,高山滑雪女子大回转,1994
33072,Martina Maria Ertl-Renz,20.0,德国,高山滑雪女子回转,1994
33072,Martina Maria Ertl-Renz,20.0,德国,高山滑雪女全能,1994
33072,Martina Maria Ertl-Renz,24.0,德国,高山滑雪女子超级大回转,1998
33072,Martina Maria Ertl-Renz,24.0,德国,高山滑雪女子大回转,1998
33072,Martina Maria Ertl-Renz,24.0,德国,高山滑雪女子回转,1998
33072,Martina Maria Ertl-Renz,24.0,德国,高山滑雪女全能,1998
33072,Martina Maria Ertl-Renz,28.0,德国,高山滑雪女子超级大回转,2002
33072,Martina Maria Ertl-Renz,28.0,德国,高山滑雪女子大回转,2002
33072,Martina Maria Ertl-Renz,28.0,德国,高山滑雪女子回转,2002
33072,Martina Maria Ertl-Renz,28.0,德国,高山滑雪女全能,2002
33072,Martina Maria Ertl-Renz,32.0,德国,高山滑雪女子超级大回转,2006
33072,Martina Maria Ertl-Renz,32.0,德国,高山滑雪女子大回转,2006
33072,Martina Maria Ertl-Renz,32.0,德国,高山滑雪女子回转,2006
33072,Martina Maria Ertl-Renz,32.0,德国,高山滑雪女全能,2006
33076,"Michael Anthony ""Mike"" Eruzione",25.0,美国,冰球男子冰球,1980
33078,Eskil Ervik,27.0,挪威,速滑男子1500米,2002
33078,Eskil Ervik,27.0,挪威,速滑男子5000米,2002
33078,Eskil Ervik,31.0,挪威,速滑男子5000米,2006
33078,Eskil Ervik,31.0,挪威,速滑男子10000米,2006
33078,Eskil Ervik,31.0,挪威,速滑男子团体追逐（8圈）,2006
33084,Zeki Eryldrm,24.0,土耳其,高山滑雪男子大回转,1968
33087,Anja Eren,17.0,斯洛文尼亚,越野滑雪女子15公里装追逐,2010
33087,Anja Eren,17.0,斯洛文尼亚,越野滑雪女子4×5公里接力,2010
33088,Peter Eren,22.0,塞尔维亚,跳台滑雪男子个人标准台,1964
33088,Peter Eren,22.0,塞尔维亚,跳台滑雪男子个人大跳台,1964
33088,Peter Eren,26.0,塞尔维亚,跳台滑雪男子个人标准台,1968
33088,Peter Eren,26.0,塞尔维亚,跳台滑雪男子个人大跳台,1968
33092,Kiyoshi Esashika,27.0,日本,冰球男子冰球,1976
33093,Susumu Esashika,34.0,日本,雪车男子二人座,1972
33093,Susumu Esashika,34.0,日本,雪车男子四人座,1972
33093,Susumu Esashika,38.0,日本,雪车男子二人座,1976
33093,Susumu Esashika,38.0,日本,雪车男子四人座,1976
33113,Robert L. Esche,28.0,美国,冰球男子冰球,2006
33131,Gerard Escoda Alegret,17.0,安道尔,高山滑雪男子超级大回转,1988
33131,Gerard Escoda Alegret,17.0,安道尔,高山滑雪男子大回转,1988
33131,Gerard Escoda Alegret,17.0,安道尔,高山滑雪男子回转,1988
33131,Gerard Escoda Alegret,21.0,安道尔,高山滑雪男子超级大回转,1992
33131,Gerard Escoda Alegret,21.0,安道尔,高山滑雪男子大回转,1992
33131,Gerard Escoda Alegret,21.0,安道尔,高山滑雪男子回转,1992
33131,Gerard Escoda Alegret,23.0,安道尔,高山滑雪男子超级大回转,1994
33131,Gerard Escoda Alegret,23.0,安道尔,高山滑雪男子大回转,1994
33131,Gerard Escoda Alegret,23.0,安道尔,高山滑雪男子回转,1994
33131,Gerard Escoda Alegret,23.0,安道尔,高山滑雪男子全能,1994
33131,Gerard Escoda Alegret,27.0,安道尔,高山滑雪男子大回转,1998
33131,Gerard Escoda Alegret,27.0,安道尔,高山滑雪男子回转,1998
33160,"Aku ""August"" Eskelinen",25.0,芬兰,军事滑雪巡逻队男子军事滑雪巡逻队,1924
33205,Carlos Espiasse,19.0,阿根廷,高山滑雪男子超级大回转,1992
33205,Carlos Espiasse,19.0,阿根廷,高山滑雪男子大回转,1992
33291,Magnar Estenstad,27.0,挪威,越野滑雪男子18公里,1952
33291,Magnar Estenstad,27.0,挪威,越野滑雪男子50公里,1952
33291,Magnar Estenstad,27.0,挪威,越野滑雪男子4×10公里接力赛,1952
33312,Frode Estil,29.0,挪威,越野滑雪男子15公里,2002
33312,Frode Estil,29.0,挪威,越野滑雪男子50公里,2002
33312,Frode Estil,29.0,挪威,越野滑雪男子10/10公里追逐,2002
33312,Frode Estil,29.0,挪威,越野滑雪男子4×10公里接力赛,2002
33312,Frode Estil,33.0,挪威,越野滑雪男子15公里,2006
33312,Frode Estil,33.0,挪威,越野滑雪男子50公里,2006
33312,Frode Estil,33.0,挪威,越野滑雪男子30公里双追逐,2006
33312,Frode Estil,33.0,挪威,越野滑雪男子4×10公里接力赛,2006
33316,Hans Estner,28.0,德国,冬季两项男子4×7.5公里接力赛,1980
33352,"Frederick Keith ""Fred"" Etcher",27.0,加拿大,冰球男子冰球,1960
33357,Jorma Kalevi Etellahti,24.0,芬兰,北欧两项男子个人,1976
33357,Jorma Kalevi Etellahti,28.0,芬兰,北欧两项男子个人,1980
33378,Yosuke Eto,25.0,日本,跳台滑雪男子个人标准台,1960
33378,Yosuke Eto,25.0,日本,北欧两项男子个人,1960
33378,Yosuke Eto,29.0,日本,跳台滑雪男子个人标准台,1964
33378,Yosuke Eto,29.0,日本,跳台滑雪男子个人大跳台,1964
33399,Eu Woo-Youn,17.0,韩国,高山滑雪男子滑降,1984
33399,Eu Woo-Youn,17.0,韩国,高山滑雪男子大回转,1984
33399,Eu Woo-Youn,17.0,韩国,高山滑雪男子回转,1984
33402,Christoph Eugen,21.0,奥地利,北欧两项男子团体,1998
33402,Christoph Eugen,21.0,奥地利,北欧两项男子个人,1998
33402,Christoph Eugen,25.0,奥地利,北欧两项男子个人,2002
33411,Katharine Eustace,38.0,新西兰,钢架雪车女子钢架雪车,2014
33414,Annika Charlotta Evaldsson,23.0,瑞典,越野滑雪女子5公里,1994
33414,Annika Charlotta Evaldsson,23.0,瑞典,越野滑雪女子15公里,1994
33414,Annika Charlotta Evaldsson,23.0,瑞典,越野滑雪女子5/10公里追逐,1994
33424,Aja L. Evans,25.0,美国,雪车女子两人座,2014
33427,Anthony Evans,22.0,澳大利亚,越野滑雪男子10公里,1992
33427,Anthony Evans,22.0,澳大利亚,越野滑雪男子30公里,1992
33427,Anthony Evans,22.0,澳大利亚,越野滑雪男子50公里,1992
33427,Anthony Evans,22.0,澳大利亚,越野滑雪男子10/15公里追逐赛,1992
33427,Anthony Evans,24.0,澳大利亚,越野滑雪男子10公里,1994
33427,Anthony Evans,24.0,澳大利亚,越野滑雪男子50公里,1994
33427,Anthony Evans,24.0,澳大利亚,越野滑雪男子10/15公里追逐赛,1994
33427,Anthony Evans,28.0,澳大利亚,越野滑雪男子10公里,1998
33427,Anthony Evans,28.0,澳大利亚,越野滑雪男子30公里,1998
33427,Anthony Evans,28.0,澳大利亚,越野滑雪男子50公里,1998
33427,Anthony Evans,28.0,澳大利亚,越野滑雪男子10/15公里追逐赛,1998
33447,Lloyd Hywel Evans,19.0,英国,花样滑冰男单,1964
33478,Tracy Evans,26.0,美国,自由式滑雪女子空中技巧,1994
33478,Tracy Evans,30.0,美国,自由式滑雪女子空中技巧,1998
33478,Tracy Evans,34.0,美国,自由式滑雪女子空中技巧,2002
33488,John Patrick Michael Hugh Evelyn,32.0,英国,雪车男子二人座,1972
33488,John Patrick Michael Hugh Evelyn,32.0,英国,雪车男子四人座,1972
33492,Bernt Sverre Evensen,22.0,挪威,速滑男子500米,1928
33492,Bernt Sverre Evensen,22.0,挪威,速滑男子1500米,1928
33492,Bernt Sverre Evensen,22.0,挪威,速滑男子5000米,1928
33492,Bernt Sverre Evensen,22.0,挪威,速滑男子10000米,1928
33492,Bernt Sverre Evensen,26.0,挪威,速滑男子500米,1932
33492,Bernt Sverre Evensen,26.0,挪威,速滑男子1500米,1932
33492,Bernt Sverre Evensen,26.0,挪威,速滑男子5000米,1932
33492,Bernt Sverre Evensen,26.0,挪威,速滑男子10000米,1932
33493,Erling Evensen,33.0,挪威,越野滑雪男子18公里,1948
33493,Erling Evensen,33.0,挪威,越野滑雪男子4×10公里接力赛,1948
33495,Johan Remen Evensen,24.0,挪威,跳台滑雪男子个人大跳台,2010
33495,Johan Remen Evensen,24.0,挪威,跳台滑雪男子团体大跳台,2010
33508,"Douglas Newton ""Doug"" Everett",26.0,美国,冰球男子冰球,1932
33521,"Bettina ""Tina"" Evers",20.0,德国,冰球女子冰球,2002
33521,"Bettina ""Tina"" Evers",24.0,德国,冰球女子冰球,2006
33521,"Bettina ""Tina"" Evers",32.0,德国,冰球女子冰球,2014
33536,Amanda Evora,25.0,美国,花样滑冰混合双人,2010
33540,J. Henri Evrot,46.0,法国,雪车男子二人座,1948
33540,J. Henri Evrot,46.0,法国,雪车男子四人座,1948
33556,Ross Alain Ewington,24.0,新西兰,高山滑雪男子滑降,1972
33556,Ross Alain Ewington,24.0,新西兰,高山滑雪男子大回转,1972
33556,Ross Alain Ewington,24.0,新西兰,高山滑雪男子回转,1972
33560,Stphane Exartier,22.0,法国,高山滑雪男子大回转,1992
33560,Stphane Exartier,22.0,法国,高山滑雪男子回转,1992
33573,sgeir Eyjlfsson,22.0,冰岛,高山滑雪男子滑降,1952
33573,sgeir Eyjlfsson,22.0,冰岛,高山滑雪男子大回转,1952
33573,sgeir Eyjlfsson,22.0,冰岛,高山滑雪男子回转,1952
33601,Dominique Ezquerra,16.0,阿根廷,高山滑雪女子超级大回转,1994
33602,Gustavo Ezquerra,19.0,阿根廷,高山滑雪男子滑降,1968
33602,Gustavo Ezquerra,19.0,阿根廷,高山滑雪男子大回转,1968
33602,Gustavo Ezquerra,19.0,阿根廷,高山滑雪男子回转,1968
33617,Christoffer Trentemller Faarup,21.0,丹麦,高山滑雪男子滑降,2014
33617,Christoffer Trentemller Faarup,21.0,丹麦,高山滑雪男子超级大回转,2014
33617,Christoffer Trentemller Faarup,21.0,丹麦,高山滑雪男子全能,2014
33619,Marco Fabbri,26.0,意大利,花样滑冰混合冰上舞蹈,2014
33619,Marco Fabbri,26.0,意大利,花样滑冰团体,2014
33650,Vesna Fabjan,20.0,斯洛文尼亚,越野滑雪女子短距离,2006
33650,Vesna Fabjan,20.0,斯洛文尼亚,越野滑雪女子团体短距离,2006
33650,Vesna Fabjan,24.0,斯洛文尼亚,越野滑雪女子短距离,2010
33650,Vesna Fabjan,24.0,斯洛文尼亚,越野滑雪女子10公里,2010
33650,Vesna Fabjan,24.0,斯洛文尼亚,越野滑雪女子4×5公里接力,2010
33650,Vesna Fabjan,24.0,斯洛文尼亚,越野滑雪女子团体短距离,2010
33650,Vesna Fabjan,28.0,斯洛文尼亚,越野滑雪女子短距离,2014
33650,Vesna Fabjan,28.0,斯洛文尼亚,越野滑雪女子4×5公里接力,2014
33669,Arnaldo Fabris,31.0,意大利,冰球男子冰球,1948
33670,Enrico Fabris,20.0,意大利,速滑男子1500米,2002
33670,Enrico Fabris,20.0,意大利,速滑男子5000米,2002
33670,Enrico Fabris,24.0,意大利,速滑男子1500米,2006
33670,Enrico Fabris,24.0,意大利,速滑男子5000米,2006
33670,Enrico Fabris,24.0,意大利,速滑男子10000米,2006
33670,Enrico Fabris,24.0,意大利,速滑男子团体追逐（8圈）,2006
33670,Enrico Fabris,28.0,意大利,速滑男子1500米,2010
33670,Enrico Fabris,28.0,意大利,速滑男子5000米,2010
33670,Enrico Fabris,28.0,意大利,速滑男子团体追逐（8圈）,2010
33695,Aleksandr Vladimirovich Fadeyev,20.0,俄罗斯,花样滑冰男单,1984
33695,Aleksandr Vladimirovich Fadeyev,24.0,俄罗斯,花样滑冰男单,1988
33696,Aleksey Fadeyev,20.0,俄罗斯,北欧两项男子团体,1998
33696,Aleksey Fadeyev,20.0,俄罗斯,北欧两项男子个人,1998
33696,Aleksey Fadeyev,24.0,俄罗斯,北欧两项男子团体,2002
33696,Aleksey Fadeyev,24.0,俄罗斯,北欧两项男子个人,2002
33712,"Eleftherios ""Lefteris"" Fafalis",21.0,希腊,越野滑雪男子10公里,1998
33712,"Eleftherios ""Lefteris"" Fafalis",25.0,希腊,越野滑雪男子短距离,2002
33712,"Eleftherios ""Lefteris"" Fafalis",25.0,希腊,越野滑雪男子15公里,2002
33712,"Eleftherios ""Lefteris"" Fafalis",25.0,希腊,越野滑雪男子10/10公里追逐,2002
33712,"Eleftherios ""Lefteris"" Fafalis",29.0,希腊,越野滑雪男子短距离,2006
33712,"Eleftherios ""Lefteris"" Fafalis",33.0,希腊,越野滑雪男子短距离,2010
33720,"Robert ""Rob"" Fagan",33.0,加拿大,单板滑雪男子障碍追逐,2010
33720,"Robert ""Rob"" Fagan",37.0,加拿大,单板滑雪男子障碍追逐,2014
33721,Zoltan Fagarasi,26.0,罗马尼亚,冰球男子冰球,1968
33726,Jan-Roar Fagerli,25.0,挪威,冰球男子冰球,1992
33726,Jan-Roar Fagerli,27.0,挪威,冰球男子冰球,1994
33740,Orazio Fagone,23.0,意大利,短道速滑男子1000米,1992
33740,Orazio Fagone,23.0,意大利,短道速滑男子5000米接力,1992
33740,Orazio Fagone,25.0,意大利,短道速滑男子500米,1994
33740,Orazio Fagone,25.0,意大利,短道速滑男子1000米,1994
33740,Orazio Fagone,25.0,意大利,短道速滑男子5000米接力,1994
33741,Jean-Nol Fagot,25.0,法国,速滑男子5000米,1984
33741,Jean-Nol Fagot,25.0,法国,速滑男子10000米,1984
33756,Sven Yngve Fahln,20.0,瑞典,冬季两项男子20公里,1980
33756,Sven Yngve Fahln,20.0,瑞典,冬季两项男子4×7.5公里接力赛,1980
33756,Sven Yngve Fahln,24.0,瑞典,冬季两项男子10公里短距离,1984
33756,Sven Yngve Fahln,24.0,瑞典,冬季两项男子20公里,1984
33756,Sven Yngve Fahln,24.0,瑞典,冬季两项男子4×7.5公里接力赛,1984
33763,Markus Fhndrich,23.0,瑞士,越野滑雪男子15公里,1984
33763,Markus Fhndrich,23.0,瑞士,越野滑雪男子50公里,1984
33763,Markus Fhndrich,27.0,瑞士,越野滑雪男子50公里,1988
33764,Bernhard Fahner,24.0,瑞士,高山滑雪男子全能,1988
33778,Federica Faiella,21.0,意大利,花样滑冰混合冰上舞蹈,2002
33778,Federica Faiella,25.0,意大利,花样滑冰混合冰上舞蹈,2006
33778,Federica Faiella,29.0,意大利,花样滑冰混合冰上舞蹈,2010
33779,Francis Gerald Alois Faigle,NAN,瑞士,雪车男子四/五,1924
33781,"Stanley Clair ""Stan"" Fail",27.0,美国,速滑男子5000米,1964
33782,Walter Failer,21.0,奥地利,越野滑雪男子15公里,1968
33786,Keith Fair,24.0,瑞士,冰球男子冰球,1992
33788,"Nicholas ""Nick"" Fairall",24.0,美国,跳台滑雪男子个人标准台,2014
33788,"Nicholas ""Nick"" Fairall",24.0,美国,跳台滑雪男子个人大跳台,2014
33788,"Nicholas ""Nick"" Fairall",24.0,美国,跳台滑雪男子团体大跳台,2014
33791,John Fairbairn,30.0,加拿大,钢架雪车男子钢架雪车,2014
33803,Francis Gerard Luis Fairlie,24.0,英国,雪车男子四/五,1924
33812,Mathieu Faivre,22.0,法国,高山滑雪男子大回转,2014
33813,Virginie Faivre,31.0,瑞士,自由式滑雪女子U型场地技巧,2014
33814,Anouk Faivre Picon,27.0,法国,越野滑雪女子30公里,2014
33814,Anouk Faivre Picon,27.0,法国,越野滑雪女子15公里装追逐,2014
33814,Anouk Faivre Picon,27.0,法国,越野滑雪女子4×5公里接力,2014
33830,Jn Fajstavr,23.0,捷克共和国,越野滑雪男子15公里,1968
33830,Jn Fajstavr,23.0,捷克共和国,越野滑雪男子30公里,1968
33830,Jn Fajstavr,23.0,捷克共和国,越野滑雪男子50公里,1968
33830,Jn Fajstavr,23.0,捷克共和国,越野滑雪男子4×10公里接力赛,1968
33830,Jn Fajstavr,27.0,捷克共和国,越野滑雪男子15公里,1972
33830,Jn Fajstavr,27.0,捷克共和国,越野滑雪男子30公里,1972
33830,Jn Fajstavr,27.0,捷克共和国,越野滑雪男子50公里,1972
33830,Jn Fajstavr,27.0,捷克共和国,越野滑雪男子4×10公里接力赛,1972
33830,Jn Fajstavr,31.0,捷克共和国,越野滑雪男子15公里,1976
33830,Jn Fajstavr,31.0,捷克共和国,越野滑雪男子50公里,1976
33831,Stanislav Fajstavr,28.0,捷克共和国,冬季两项男子20公里,1972
33832,Jakov Fak,22.0,克罗地亚,冬季两项男子10公里短距离,2010
33832,Jakov Fak,22.0,克罗地亚,冬季两项男子12.5公里追逐,2010
33832,Jakov Fak,22.0,克罗地亚,冬季两项男子15公里集体出发,2010
33832,Jakov Fak,22.0,克罗地亚,冬季两项男子20公里,2010
33832,Jakov Fak,26.0,斯洛文尼亚,冬季两项男子10公里短距离,2014
33832,Jakov Fak,26.0,斯洛文尼亚,冬季两项男子12.5公里追逐,2014
33832,Jakov Fak,26.0,斯洛文尼亚,冬季两项男子15公里集体出发,2014
33832,Jakov Fak,26.0,斯洛文尼亚,冬季两项男子20公里,2014
33832,Jakov Fak,26.0,斯洛文尼亚,冬季两项男子4×7.5公里接力赛,2014
33842,Matej Falat,20.0,斯洛伐克,高山滑雪男子超级大回转,2014
33842,Matej Falat,20.0,斯洛伐克,高山滑雪男子回转,2014
33842,Matej Falat,20.0,斯洛伐克,高山滑雪男子全能,2014
33872,"Raymond Lawrence ""Ray"" Fales",29.0,美国,雪橇混合男子双人,1964
33880,Hanna Linna Falk,20.0,瑞典,越野滑雪女子短距离,2010
33881,Paul Falk,30.0,德国,花样滑冰混合双人,1952
33882,Ria Falk (Baran-),29.0,德国,花样滑冰混合双人,1952
33886,Rolf Falk-Larssen,23.0,挪威,速滑男子500米,1984
33886,Rolf Falk-Larssen,23.0,挪威,速滑男子1500米,1984
33886,Rolf Falk-Larssen,23.0,挪威,速滑男子5000米,1984
33886,Rolf Falk-Larssen,27.0,挪威,速滑男子1000米,1988
33886,Rolf Falk-Larssen,27.0,挪威,速滑男子1500米,1988
33886,Rolf Falk-Larssen,27.0,挪威,速滑男子5000米,1988
33887,Torbjrn Getz Falkanger,24.0,挪威,跳台滑雪男子个人标准台,1952
33889,"Gun Ann-Charlotte ""Lotta"" Falkenbck (-Bergqvist)",28.0,瑞典,花样滑冰女子个人,1988
33894,Craig Dean Falkman,24.0,美国,冰球男子冰球,1968
33918,Maiken Caspersen Falla,19.0,挪威,越野滑雪女子短距离,2010
33918,Maiken Caspersen Falla,23.0,挪威,越野滑雪女子短距离,2014
33929,Marius Falquy,29.0,法国,冬季两项男子4×7.5公里接力赛,1976
33931,Pedar (Peder) Paulsen Falstad,37.0,美国,跳台滑雪男子个人标准台,1932
33935,Lenka Faltusov,26.0,捷克共和国,冬季两项女子7.5公里短距离,2006
33935,Lenka Faltusov,26.0,捷克共和国,冬季两项女子10公里追逐,2006
33935,Lenka Faltusov,26.0,捷克共和国,冬季两项女子4×6公里接力,2006
33943,"Herbert Edward Jepson ""Herbie"" Familton",23.0,新西兰,高山滑雪男子滑降,1952
33943,"Herbert Edward Jepson ""Herbie"" Familton",23.0,新西兰,高山滑雪男子大回转,1952
33944,"Anne-Marie ""Annie"" Famose (-Bremont)",19.0,法国,高山滑雪女子降滑,1964
33944,"Anne-Marie ""Annie"" Famose (-Bremont)",19.0,法国,高山滑雪女子大回转,1964
33944,"Anne-Marie ""Annie"" Famose (-Bremont)",19.0,法国,高山滑雪女子回转,1964
33944,"Anne-Marie ""Annie"" Famose (-Bremont)",23.0,法国,高山滑雪女子降滑,1968
33944,"Anne-Marie ""Annie"" Famose (-Bremont)",23.0,法国,高山滑雪女子大回转,1968
33944,"Anne-Marie ""Annie"" Famose (-Bremont)",23.0,法国,高山滑雪女子回转,1968
33944,"Anne-Marie ""Annie"" Famose (-Bremont)",27.0,法国,高山滑雪女子降滑,1972
33949,Fan Kexin,20.0,中国,短道速滑女子500米,2014
33949,Fan Kexin,20.0,中国,短道速滑女子1000米,2014
33949,Fan Kexin,20.0,中国,短道速滑女子3000米接力,2014
33957,Thomas Fanara,24.0,法国,高山滑雪男子大回转,2006
33957,Thomas Fanara,32.0,法国,高山滑雪男子大回转,2014
33959,Elena Fanchini,20.0,意大利,高山滑雪女子降滑,2006
33959,Elena Fanchini,20.0,意大利,高山滑雪女子超级大回转,2006
33959,Elena Fanchini,24.0,意大利,高山滑雪女子降滑,2010
33959,Elena Fanchini,24.0,意大利,高山滑雪女子超级大回转,2010
33959,Elena Fanchini,28.0,意大利,高山滑雪女子降滑,2014
33959,Elena Fanchini,28.0,意大利,高山滑雪女全能,2014
33960,Nadia Fanchini,19.0,意大利,高山滑雪女子降滑,2006
33960,Nadia Fanchini,19.0,意大利,高山滑雪女子超级大回转,2006
33960,Nadia Fanchini,19.0,意大利,高山滑雪女子大回转,2006
33960,Nadia Fanchini,19.0,意大利,高山滑雪女全能,2006
33960,Nadia Fanchini,27.0,意大利,高山滑雪女子降滑,2014
33960,Nadia Fanchini,27.0,意大利,高山滑雪女子超级大回转,2014
33960,Nadia Fanchini,27.0,意大利,高山滑雪女子大回转,2014
33962,Vjaeslavs Fandus,32.0,拉脱维亚,冰球男子冰球,2002
33963,Krista Fanedl,22.0,塞尔维亚,高山滑雪女子降滑,1964
33963,Krista Fanedl,22.0,塞尔维亚,高山滑雪女子大回转,1964
33963,Krista Fanedl,22.0,塞尔维亚,高山滑雪女子回转,1964
33981,Anders Fannemel,22.0,挪威,跳台滑雪男子个人标准台,2014
33981,Anders Fannemel,22.0,挪威,跳台滑雪男子个人大跳台,2014
33981,Anders Fannemel,22.0,挪威,跳台滑雪男子团体大跳台,2014
33985,Karin Anette Fanqvist (-Poromaa),28.0,瑞典,越野滑雪女子30公里,1998
33985,Karin Anette Fanqvist (-Poromaa),28.0,瑞典,越野滑雪女子4×5公里接力,1998
34024,Burgl Frbinger (-Leo),18.0,德国,高山滑雪女子降滑,1964
34024,Burgl Frbinger (-Leo),18.0,德国,高山滑雪女子大回转,1964
34024,Burgl Frbinger (-Leo),18.0,德国,高山滑雪女子回转,1964
34024,Burgl Frbinger (-Leo),22.0,德国,高山滑雪女子降滑,1968
34024,Burgl Frbinger (-Leo),22.0,德国,高山滑雪女子大回转,1968
34024,Burgl Frbinger (-Leo),22.0,德国,高山滑雪女子回转,1968
34025,Hansjrg Farbmacher,23.0,奥地利,冬季两项男子20公里,1964
34025,Hansjrg Farbmacher,23.0,奥地利,越野滑雪男子30公里,1964
34025,Hansjrg Farbmacher,23.0,奥地利,越野滑雪男子4×10公里接力赛,1964
34025,Hansjrg Farbmacher,27.0,奥地利,越野滑雪男子30公里,1968
34026,Klaus Farbmacher,29.0,奥地利,冬季两项男子20公里,1976
34026,Klaus Farbmacher,29.0,奥地利,冬季两项男子4×7.5公里接力赛,1976
34031,Richard Farda,26.0,捷克共和国,冰球男子冰球,1972
34034,Vincenzo Fardella,21.0,意大利,冰球男子冰球,1948
34036,Cary Jay Farelli,26.0,意大利,冰球男子冰球,1984
34039,Camilla Helene Halls Farestveit,24.0,挪威,速滑女子团体追逐（6圈）,2014
34043,Paul Fargeix,24.0,法国,越野滑雪男子15公里,1980
34043,Paul Fargeix,24.0,法国,越野滑雪男子30公里,1980
34043,Paul Fargeix,24.0,法国,越野滑雪男子50公里,1980
34043,Paul Fargeix,24.0,法国,越野滑雪男子4×10公里接力赛,1980
34058,Saa Fari,25.0,斯洛文尼亚,自由式滑雪女子障碍追逐,2010
34078,Eva Farkas,15.0,匈牙利,短道速滑女子1500米,2002
34084,Lszl Farkas,31.0,匈牙利,冬季两项男子10公里短距离,1992
34084,Lszl Farkas,31.0,匈牙利,冬季两项男子20公里,1992
34084,Lszl Farkas,31.0,匈牙利,冬季两项男子4×7.5公里接力赛,1992
34085,Mtys Farkas,32.0,匈牙利,冰球男子冰球,1936
34086,Norbert Farkas,21.0,匈牙利,高山滑雪男子大回转,2014
34086,Norbert Farkas,21.0,匈牙利,高山滑雪男子回转,2014
34094,Donald Farley,27.0,加拿大,越野滑雪男子30公里,1998
34094,Donald Farley,27.0,加拿大,越野滑雪男子50公里,1998
34094,Donald Farley,27.0,加拿大,越野滑雪男子4×10公里接力赛,1998
34094,Donald Farley,31.0,加拿大,越野滑雪男子短距离,2002
34094,Donald Farley,31.0,加拿大,越野滑雪男子15公里,2002
34094,Donald Farley,31.0,加拿大,越野滑雪男子30公里,2002
34094,Donald Farley,31.0,加拿大,越野滑雪男子50公里,2002
34097,Sandra Farmand,28.0,德国,单板滑雪女子大回转,1998
34097,Sandra Farmand,28.0,德国,单板滑雪女子U型场地技巧,1998
34100,George Robert Farmer,25.0,美国,雪橇男子个人,1964
34103,"Kenneth Pentin ""Ken"" Farmer",23.0,加拿大,冰球男子冰球,1936
34125,Hugh Miller Farquharson,24.0,加拿大,冰球男子冰球,1936
34127,John Ronald Farra,21.0,美国,越野滑雪男子10公里,1992
34127,John Ronald Farra,21.0,美国,越野滑雪男子10/15公里追逐赛,1992
34133,"Franklin ""Frank"" Farrel, III",23.0,美国,冰球男子冰球,1932
34139,George Farrell,27.0,英国,雪车男子二人座,1992
34139,George Farrell,27.0,英国,雪车男子四人座,1992
34139,George Farrell,29.0,英国,雪车男子四人座,1994
34144,John O'Neil Farrell,21.0,美国,速滑男子500米,1928
34144,John O'Neil Farrell,21.0,美国,速滑男子1500米,1928
34144,John O'Neil Farrell,21.0,美国,速滑男子5000米,1928
34144,John O'Neil Farrell,25.0,美国,速滑男子500米,1932
34163,Kaitlyn Brooke Farrington,24.0,美国,单板滑雪女子U型场地技巧,2014
34165,Michael Farrington,21.0,加拿大,花样滑冰混合冰上舞蹈,1988
34167,M. Wendy Farrington,18.0,英国,高山滑雪女子降滑,1960
34167,M. Wendy Farrington,18.0,英国,高山滑雪女子大回转,1960
34167,M. Wendy Farrington,18.0,英国,高山滑雪女子回转,1960
34167,M. Wendy Farrington,22.0,英国,高山滑雪女子大回转,1964
34170,John Farrow,31.0,澳大利亚,钢架雪车男子钢架雪车,2014
34174,"Christian Douglas ""Chris"" Farstad",22.0,加拿大,雪车男子二人座,1992
